comment_id,episode,scene_id,confidence
i4um0e5,9,5,high
i4vl4d8,9,5,high
i4x58fs,9,5,high
i4xbbov,9,2,high
i4y2aar,9,2,high
i4y31h2,9,2,high
i4y4uep,9,3,high
i507c00,9,5,high
i51gug0,9,2,high
i51rlay,9,2,high
i53kkmd,9,4,medium
i53kuhr,9,4,medium
i53rlm7,9,4,high
i55m4pm,9,2,high
i55wsik,9,2,high
i5697xr,9,1,high
i56conz,9,1,high
i56oo9z,9,2,high
i571n69,9,2,high
i57ntku,9,2,high
i586dqn,9,2,high
i58if3i,9,2,high
i58sg47,9,3,medium
i590h5e,9,5,medium
i592wgg,9,5,high
i593uyl,9,2,high
i5977b3,9,1,high
i5a9afp,9,2,high
i5aj8ir,9,2,high
i5ay14l,9,1,high
i5cn1t3,9,1,medium
i5corg1,9,1,high
i5cpbns,9,1,high
i5crhjd,9,2,high
i5cshts,9,2,high
i5dhys9,9,2,high
i5du0ep,9,2,high
i5g2w1t,9,2,high
i5g4mvb,9,2,high
i5g6qo6,9,5,high
i5hih69,9,2,high
i5iqyqz,9,2,medium
i5is98d,9,1,high
i5k9635,9,2,high
i5mp8tl,9,1,high
i5npr86,9,5,high
i5rtsj1,9,2,high
i5rxqu4,9,2,high
i5s8c2l,9,5,high
i5s8qpw,9,2,high
i5ukfi4,9,5,high
i5ukpeo,9,5,high
i5wwcdr,9,2,high
i60loap,9,4,medium
i61324u,9,2,high
i617xo1,9,2,high
i64lqam,9,2,high
i66sqe5,9,2,high
i67qgcb,9,1,high
i68ovm3,9,2,high
i6a1tlr,9,1,medium
i6atn2h,9,5,high
i6chsve,9,2,high
i6cqrfc,9,2,high
i6dak0g,9,4,high
i6i7aaw,9,2,high
i6iwk2j,9,2,high
i6jhhf1,9,5,high
i6l48zk,9,1,high
i6l48zk,9,2,high
i6m4iu0,9,2,high
i6mf9s9,9,1,high
i6mkik9,9,5,high
i6oiaw2,9,1,high
i6py7yy,9,2,high
i6rp89v,9,5,medium
i6rrgrc,9,5,high
i6sl94z,9,1,high
i6t9j2d,9,2,high
i6ujft1,9,1,high
i6ve70a,9,2,high
i6vg0es,9,1,high
i6vhl68,9,5,high
i6xjump,9,2,high
i6zc38m,9,5,high
i71mzmp,9,2,high
i71njdi,9,2,high
i774twc,9,2,high
i7dxaa5,9,1,high
i7e0ygn,9,5,high
i7eqyb6,9,1,high
i7hxktt,9,1,high
i7n9op6,9,1,high
i7qgctk,9,5,medium
i7qvrd8,9,2,high
i7w3jc6,9,2,high
i82w0fy,9,1,medium
i8jx1i7,9,2,high
i8lazwp,9,2,high
i8nm49a,9,2,high
i8qtt8l,9,2,high
i8smzeo,9,2,high
i9ei8f1,9,2,high
i9r6r74,9,2,high
i9shn1m,9,4,medium
i9shn1m,9,1,medium
i9si3ek,9,5,high
ia74vhv,9,4,high
ia7fvo8,9,4,medium
iag7674,9,1,medium
iag85j2,9,2,high
iao5m2s,9,3,medium
iaua2ss,9,2,high
iav4tv0,9,2,high
iav6jz6,9,2,high
iav6jz6,9,5,high
iavb7aj,9,1,high
iavbrrr,9,5,high
iavekq5,9,1,high
iavekq5,9,2,high
iavekq5,9,3,high
iavi4gn,9,5,high
ibn58zr,9,3,high
ibvoh23,9,2,high
ic1732t,9,2,high
ic1732t,9,4,medium
ic62hr4,9,2,high
ic7cksl,9,1,high
ic86lcl,9,1,high
ic86lcl,9,2,high
ic86lcl,9,4,high
icf6uz3,9,2,high
icr6lrh,9,1,high
icsa0vl,9,4,high
icuj6bw,9,2,high
id3pij6,9,1,high
id3pij6,9,2,high
id82jcm,9,2,high
idebxcs,9,2,high
idgdno9,9,1,high
idhvjln,9,2,high
ie80vhh,9,2,high
iejn893,9,2,high
iejs8co,9,1,high
iejshay,9,2,high
iejswbz,9,5,high
ifauw7r,9,1,high
ifco20p,9,2,high
ig2i40v,9,2,high
ighpqu9,9,2,high
iglkzxv,9,5,high
igll5o1,9,2,high
igu6mc3,9,2,high
iibdd9t,9,2,high
iizv2se,9,1,high
ilty9p7,9,2,high
imtzztu,9,2,high
iot57h6,9,2,high
ip46jj2,9,2,high
ir72udh,9,2,high
ir96z7r,9,1,high
irlioej,9,1,medium
irtvuvc,9,1,high
iruliwu,9,4,high
is7fx8h,9,3,high
iscfkne,9,2,high
itoqxia,9,5,high
iu9ns10,9,2,high
iugss2a,9,1,high
iugss2a,9,2,high
iugtkzq,9,2,high
ivkwclx,9,2,high
iwszagl,9,1,high
iya8iy1,9,2,high
j0farsd,9,1,high
j2eysir,9,2,high
j2ez0ce,9,2,high
